address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,Hours_day,Hours_night,general_category,res_asian,res_latin,res_euro,res_fast,res_vegan,religion,recreation,bienestar,avg_rating_correction,Subcategoria
"Tacos Avalos Birria de res estilo T.J., 10107 Compton Ave, Los Angeles, CA 90002",0x80c2c9b87d5a99f7:0xef5796c6663d282c,33.9449718,-118.2462575,['Taco restaurant'],4.9,28,26,1,Food,0,1,0,0,0,0,0,0,5.0,Comida latina
"Planet Restaurant, 1411 W 3rd St D, Los Angeles, CA 90017",0x80c2c7a8d3c3553b:0x8656ea83dd580578,34.0586213,-118.2619201,['Fast food restaurant'],4.2,58,66,0,Food,0,0,0,1,0,0,0,0,4.1891891891891895,Comida americana
"Domino's Pizza, 8320 Lincoln Blvd Ste 106, Los Angeles, CA 90045",0x80c2b094b4dba76b:0xa06e6ac61be494f1,33.9622203,-118.4207591,"['Pizza delivery' 'Delivery Restaurant' 'Takeout Restaurant'
 'Pizza restaurant' 'Pizza Takeout']",3.4,128,100,16,Food,0,0,0,1,0,0,0,0,3.62,Comida americana
"Restaurante El Gordo, 1182 S Lorena St, Los Angeles, CA 90023",0x80c2cf4ca375bcb3:0x82d93dce52abe41f,34.0218363,-118.2044021,['Mexican restaurant' 'Burrito restaurant' 'Taco restaurant'],4.5,145,62,2,Food,0,1,0,0,0,0,0,0,4.521739130434782,Comida latina
"8940 National Blvd Parking, 8940 National Blvd, Los Angeles, CA 90034",0x80c2b981b58a7777:0xbe59d411c37fc325,34.0301524,-118.389761,['Parking lot'],5.0,1,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Daat Torah, 8564 W Pico Blvd, Los Angeles, CA 90035",0x80c2b969b75df4c5:0x72f0350b229781d9,34.0534305,-118.3776326,['Synagogue'],4.3,8,0,0,Religion,0,0,0,0,0,3,0,0,,Judío
"Happy Minyan, 9218 W Pico Blvd, Los Angeles, CA 90035",0x80c2b95f1b496b09:0x2a7745c0cb6471d7,34.0550009,-118.3925081,['Synagogue'],5.0,5,0,0,Religion,0,0,0,0,0,3,0,0,,Judío
"Parking 2, 6815 Hawthorn Ave, Los Angeles, CA 90028",0x80c2bf240a113d37:0xcdb0969c19b8ba8,34.1002252,-118.3391107,['Parking garage' 'Parking lot'],2.6,8,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"United Pharmacy, 1129 S Robertson Blvd, Los Angeles, CA 90035",0x80c2b95cfeab889b:0x546dc65f6b5ce7bf,34.0562653,-118.3839148,['Pharmacy'],4.0,18,58,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Inn Ann, 6801 Hollywood Blvd, Los Angeles, CA 90028",0x80c2bf3b5ebb2cb1:0xdfa9982e0edfc203,34.1017374,-118.3395904,['Japanese restaurant'],4.6,16,0,0,Food,1,0,0,0,0,0,0,0,4.583333333333333,Comida asiática
"The Family Center of Love, 659 W Colden Ave, Los Angeles, CA 90044",0x80c2b6249b917207:0x4f8610f6b02b631c,33.949439,-118.286764,['Non-denominational church'],5.0,13,3,0,Religion,0,0,0,0,0,1,0,0,5.0,Protestante
"St Mark's Lutheran Church, 3651 Vermont Ave, Los Angeles, CA 90007",0x80c2c7fbbeaa4739:0x1a6678cfb96af0a8,34.0218596,-118.2918522,['Lutheran church'],4.6,8,15,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"A VICTORIAN PINK LADY​, 1007 W 24th St, Los Angeles, CA 90007",0x80c2c7ec0bebffff:0x52875de83f9b9296,34.0341948,-118.2821105,"['Public amenity house' 'Historical landmark' 'Historical place museum'
 'Historical society' 'Local history museum']",4.7,3,68,7,Food,0,0,0,0,0,0,2,0,,Club nocturno
"The Hollywood Corner, 1156 N Highland Ave, Los Angeles, CA 90038",0x80c2bf2ee438620d:0x7dbd75d230195f9f,34.0924183,-118.3383023,['American restaurant'],4.6,26,85,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"Escape Room Games, 3611 Cahuenga Blvd W, Los Angeles, CA 90068",0x80c2be45a4c0f241:0x67ee124cfe01cf77,34.1341987,-118.3598818,"['Amusement center' 'Amusement park' 'Haunted house'
 'Performing arts theater']",4.5,18,105,21,Entertainment,0,0,0,0,0,0,1,0,4.5625,Arte
"Mom's Donut & Chinese Food To Go, 601 Silver Lake Blvd, Los Angeles, CA 90026",0x80c2c76a6065b2b9:0xf9cec46d3e404e25,34.0788707,-118.2786864,['Chinese restaurant'],4.4,46,66,18,Food,1,0,0,0,0,0,0,0,4.357142857142857,Comida asiática
"Vicky's Restaurant, 2308 E 1st St, Los Angeles, CA 90033",0x80c2c6066d20ce81:0x959fbdd84cac6a84,34.044024,-118.2108395,['Mexican restaurant'],4.7,28,54,0,Food,0,1,0,0,0,0,0,0,4.619047619047619,Comida latina
"Tacos La Lupita, 1414 N Hazard Ave #1400, Los Angeles, CA 90063",0x80c2c5924d5ee0ed:0x4fb50aff722a0019,34.0561978,-118.1786399,['Taco restaurant'],4.8,14,51,16,Food,0,1,0,0,0,0,0,0,,Comida latina
"Crystal Springs Picnic Area Pad B, 4659 Crystal Springs Dr, Los Angeles, CA 90027",0x80c2c08d27443bdf:0x6bfe0bf5f7122b14,34.1336417,-118.2766455,['Park'],4.7,18,0,0,Entertainment,0,0,0,0,0,0,0,1,4.785714285714286,Bienestar general
"Emili's Pastry & Cafe, 11551 CA-2 #3, Los Angeles, CA 90025",0x80c2bb6f90b5878d:0x794a727a3650348a,34.04511,-118.4534175,"['Bakery' 'Cafe' 'Cake shop' 'Coffee shop' 'Pastry shop' 'Restaurant'
 'Sandwich shop']",4.5,95,65,0,Food,0,0,0,1,0,0,0,0,4.808510638297872,Comida americana
"Alebrijes Mexican Grill, 102 W 7th St, Los Angeles, CA 90014",0x80c2c711d50080a1:0x75bf86934e4e0670,34.0439868,-118.2518223,['Mexican restaurant'],4.2,18,73,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"Arenas Entertainment LLC, 3375 Barham Blvd, Los Angeles, CA 90068",0x80c2bfad193551a7:0x32fad35434c9a1aa,34.1326193,-118.3445272,"['Entertainment agency' 'Advertising agency' 'Marketing agency'
 'Public relations firm']",4.9,8,0,0,Food,0,0,0,0,0,0,2,0,,Club nocturno
"Build Your Own Burger, 11124 Belhaven St, Los Angeles, CA 90059",0x80c2cbc55fca04c3:0xfca9a976fbfd0866,33.934341,-118.255202,['American restaurant'],5.0,8,36,8,Food,0,0,0,1,0,0,0,0,,Comida americana
"Ever Increasing Faith Ministries/Crenshaw Christian Center West, 7901 Vermont Ave, Los Angeles, CA 90044",0x80c2c9d112bc0e45:0x455d38ce43e258f0,33.9681313,-118.2928523,['Christian church'],4.7,68,0,0,Religion,0,0,0,0,0,1,0,0,4.814814814814815,Protestante
"Phorage WeHo, 7326 Santa Monica Blvd #10, Los Angeles, CA 90046",0x80c2bff9d5d9a927:0x5034594fee4cca53,34.0904294,-118.3493728,"['Pho restaurant' 'Cocktail bar' 'Southeast Asian restaurant'
 'Vietnamese restaurant']",4.1,18,0,0,Food,1,0,0,0,0,0,0,0,3.736842105263158,Comida asiática
"Panda Express, 1050 Vine St, Los Angeles, CA 90038",0x80c2bf54c800c857:0x87e0b78fb0f8dd70,34.0900055,-118.3263949,['Chinese restaurant' 'Restaurant'],3.8,18,68,0,Food,1,0,0,0,0,0,0,0,4.363636363636363,Comida asiática
"Barlow Respiratory Hospital, 2000 Stadium Way, Los Angeles, CA 90026",0x80c2c6fc94e4bc81:0x2afb71f5d68ae17f,34.0757094,-118.2481853,['Hospital'],4.3,68,0,0,Health,0,0,0,0,0,0,0,1,4.526315789473684,Bienestar general
"King Hospital Los Angeles, 12021 Wilmington Ave, Los Angeles, CA 90059",0x80c2cbb847df338b:0xed17464ad8819de8,33.9239691,-118.2393967,['Hospital'],3.5,4,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Entertainment Weekly, 11766 Wilshire Blvd, Los Angeles, CA 90025",0x80c2bb676ae8a897:0xf5b6888d90d5f827,34.0479377,-118.4620097,['News service' 'Publisher'],3.7,106,0,0,Food,0,0,0,0,0,0,2,0,,Club nocturno
"Greenspan's Grilled Cheese, 7461 Melrose Ave, Los Angeles, CA 90046",0x80c2bed37a93b93d:0xf950afd1b49e9f9d,34.0838427,-118.3527241,['Sandwich shop' 'Takeout Restaurant' 'Restaurant'],4.0,18,86,13,Food,0,0,0,1,0,0,0,0,4.136363636363637,Comida americana
"VOWburger, 519 N Fairfax Ave, Los Angeles, CA 90036",0x80c2bff19cf9a4a7:0x169e265b213301bb,34.0806303,-118.3615875,"['Vegan restaurant' 'Fast food restaurant' 'Hamburger restaurant'
 'Vegetarian restaurant']",4.7,118,91,0,Food,0,0,0,1,1,0,0,0,4.555555555555555,Comida vegana
"Trimana, 110 E 9th St # Bl34, Los Angeles, CA 90079",0x80c2c7cb74e3bb17:0xc97ad55164a06ac,34.0409931,-118.2554375,['Breakfast restaurant' 'American restaurant' 'Sandwich shop'],5.0,1,0,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"Angelica Lutheran Church, 1345 S Burlington Ave, Los Angeles, CA 90006",0x80c2c7968e3e613b:0x193fbee81fa3dd61,34.0442038,-118.2799741,['Lutheran church' 'Church'],3.8,14,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Hong Kong Express, 1605 S Hoover St # 109, Los Angeles, CA 90006",0x80c2c79174649493:0x42172c7511a90944,34.0433391,-118.2843403,['Chinese restaurant'],3.8,15,54,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"Above and beyond fitness, 4823 S Western Ave, Los Angeles, CA 90062",0x80c2b7fe0f499d59:0xb56b584faa142e26,33.999430499999995,-118.3092468,['Gym'],5.0,2,69,12,Sports,0,0,0,0,0,0,0,1,,Bienestar general
"Domino's Pizza, 1371 Westwood Blvd, Los Angeles, CA 90024",0x80c2bb7f1ebcde2b:0xa4004f8e497e361d,34.0556705,-118.4422839,"['Pizza delivery' 'Delivery Restaurant' 'Takeout Restaurant'
 'Pizza restaurant' 'Pizza Takeout']",3.1,145,100,16,Food,0,0,0,1,0,0,0,0,3.681159420289855,Comida americana
"Sonia’s Taco Truck, Eagle Rock Blvd &, Yosemite Dr, Los Angeles, CA 90041",0x80c2c15d0c8c4099:0x7b8e7fa2a3eab333,34.1347493,-118.2152459,['Mexican restaurant'],4.6,57,32,20,Food,0,1,0,0,0,0,0,0,4.5625,Comida latina
"Glenhurst Park, Los Angeles, CA 90039",0x80c2c0d58a389aad:0xb58a9c0c5491d76e,34.1102057,-118.2527993,['Park' 'Tourist attraction'],4.3,47,0,0,Entertainment,0,0,0,0,0,0,0,1,4.087719298245614,Bienestar general
"Mi Lindo Nayarit Restaurant, 4951 S Central Ave, Los Angeles, CA 90011",0x80c2c85ecc0f242b:0x4475839906e0bd3d,33.998371299999995,-118.2566559,['Mexican restaurant'],4.0,38,84,0,Food,0,1,0,0,0,0,0,0,4.071428571428571,Comida latina
"Banchan A La Carte, 141 N Western Ave, Los Angeles, CA 90004",0x80c2b8a2e0d7882b:0xa846fc4c0a3edce6,34.0743118,-118.3096879,['Caterer' 'Korean restaurant'],4.0,18,52,0,Food,1,0,0,0,0,0,0,0,4.352941176470588,Comida asiática
"East Wind, Los Angeles, CA 90064",0x80c2bbbd293d9d45:0x1cfa352161758694,34.0404095,-118.4259968,['Chinese restaurant' 'Restaurant'],4.8,14,0,0,Food,1,0,0,0,0,0,0,0,4.6923076923076925,Comida asiática
"O K Chinese Restaurant, 2331 East 4th St, Los Angeles, CA 90033",0x80c2c6041da66213:0x6c2555e06b701f9f,34.0410459,-118.2118251,['Chinese restaurant'],3.9,28,77,0,Food,1,0,0,0,0,0,0,0,4.444444444444445,Comida asiática
"Yaki Niku Grill, 3650 W Martin Luther King Jr Blvd, Los Angeles, CA 90008",0x80c2b82f175a41e5:0x88c897122b89182b,34.0108982,-118.3361885,['Japanese restaurant'],4.5,4,0,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"EXPRESS 15, 8837 W Pico Blvd, Los Angeles, CA 90035",0x80c2b9f097297d61:0x52336bffba9353ca,34.055181399999995,-118.3846113,"['American restaurant' 'Chinese restaurant' 'Kosher restaurant'
 'Restaurant']",4.2,95,59,0,Food,1,0,0,1,0,0,0,0,4.513513513513513,Comida asiática
"Mexicalpan, 9518 S Main St, Los Angeles, CA 90003",0x80c2c992f13b50e1:0xded2f945ba1ad313,33.9494727,-118.2736574,['Mexican restaurant'],4.6,76,47,0,Food,0,1,0,0,0,0,0,0,4.82,Comida latina
"Acapela Modern Mex, 6913 La Tijera Blvd, Los Angeles, CA 90045",0x80c2b7673a22acbb:0x86abbe840ad38703,33.976199099999995,-118.3737976,"['Mexican restaurant' 'Burrito restaurant' 'Mexican torta restaurant'
 'Restaurant' 'Taco restaurant']",4.7,35,98,2,Food,0,1,0,0,0,0,0,0,4.777777777777778,Comida latina
"Subway, 2180 Westwood Blvd Unit 1B, Los Angeles, CA 90025",0x80c2bb991a6dafcb:0x3cbc99ac373f32ce,34.0445582,-118.4319776,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout Restaurant'
 'Restaurant']",3.8,58,98,5,Food,0,0,0,1,0,0,0,0,4.026666666666666,Comida americana
"Watts Tower Park, Unnamed Road, Los Angeles, CA 90002",0x80c2cbd6ee207d0f:0xfd1c2e19c2c51bc7,33.9392401,-118.2418229,['Park'],4.8,18,0,0,Entertainment,0,0,0,0,0,0,0,1,4.705882352941177,Bienestar general
"Pok Pok Phat Thai- Los Angeles, 727 N Broadway #130, Los Angeles, CA 90012",0x80c2c65af79ca789:0xa585cfe5d1430d04,34.0615133,-118.2397382,['Thai restaurant' 'Restaurant'],4.4,16,63,0,Food,1,0,0,0,0,0,0,0,4.352941176470588,Comida asiática
"Marriott LAX Parking, 5855 W Century Blvd, Los Angeles, CA 90045",0x80c2b7c2d444e9b1:0x724f664d9b7067fe,33.9464042,-118.3844515,['Parking lot'],3.6,35,0,0,Auto,0,0,0,0,0,0,0,1,4.111111111111111,Bienestar general
"MCAU, 220 Glendale Blvd, Los Angeles, CA 90026",0x80c2c7073ffc4e4d:0x64aa56c984689663,34.0652778,-118.26,['Art gallery' 'Live music venue' 'Mexican restaurant'],4.6,18,70,0,Food,0,1,0,0,0,0,1,0,4.388888888888889,Comida latina
"P3, 1 World Way, Los Angeles, CA 90045",0x80c2b1279b8710d1:0xb58065cd98cf32c5,33.9442244,-118.4072058,['Parking garage'],4.2,17,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"UCLA Parking Structure 2, LaKretz Hall, Charles E Young Dr E, Los Angeles, CA 90024",0x80c2bc8785374da5:0x1756aac855d248f1,34.0678558,-118.4399811,['Parking garage'],3.9,31,0,0,Auto,0,0,0,0,0,0,0,1,3.911764705882353,Bienestar general
"Ajalon Temple Truth Baptist Church, 1544 E 123rd St, Los Angeles, CA 90059",0x80c2cbb69eb03a37:0xb80255805778221d,33.9202194,-118.2465057,['Baptist church'],4.7,8,73,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Opportunity Baptist Church, 10513 Vermont Ave, Los Angeles, CA 90044",0x80c2c9fb748c2e5b:0x25e2bd72159aa491,33.9408531,-118.292054,['Baptist church'],4.7,3,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"El Palmar Salvadorean Restaurant, 3555 W 3rd St, Los Angeles, CA 90020",0x80c2c764776f4b1d:0x8acf63d39999acd4,34.0693224,-118.2932896,['Salvadoran restaurant' 'Latin American restaurant'],3.3,144,84,0,Food,0,1,0,1,0,0,0,0,3.503875968992248,Comida latina
"Metro Fitness, 2985 Glendale Blvd, Los Angeles, CA 90039",0x80c2c0daca08a535:0x74843858554cee5c,34.1155009,-118.2641641,['Gym' 'Fitness center' 'Physical fitness program'],4.2,54,75,12,Sports,0,0,0,0,0,0,0,1,4.325,Bienestar general
"Kentwood Players, 8301 Hindry Ave, Los Angeles, CA 90045",0x80c2b7233684720f:0x478baea1d7738cf0,33.963456,-118.3741001,['Performing arts group' 'Performing arts theater'],4.8,28,0,0,Entertainment,0,0,0,0,0,0,1,0,4.684210526315789,Arte
"Los Angeles Police Department - Rampart Station, 1401 W 6th St, Los Angeles, CA 90017",0x80c2c7a432ae67a3:0xe135e3c1fc4cad4e,34.0564959,-118.2670461,['Police department'],2.8,78,0,0,Other,0,0,0,0,0,0,0,1,2.655172413793104,Bienestar general
"Union Hill Baptist Church, 4415 Hooper Ave., Los Angeles, CA 90011",0x80c2c8f559040557:0x3ecc6dc136f3a0b4,34.0034624,-118.2524853,['Baptist church'],4.4,8,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Sameday Testing, 1046 S Figueroa St, Los Angeles, CA 90015",0x80c2c7775d3f5c9d:0x582309afddcf1893,34.043796,-118.264526,['Medical clinic'],5.0,158,69,7,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Picnic Society, 189 The Grove Dr, Los Angeles, CA 90036",0x80c2b927c4b638bf:0xc2f8bc6e2eb41fa9,34.0721039,-118.3573738,['American restaurant'],3.6,8,77,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"China Bowl Express, 628 E El Segundo Blvd, Los Angeles, CA 90061",0x80c2ca48a1211033:0x157b031bdb007a2e,33.9152118,-118.264159,['Chinese restaurant'],3.8,18,63,0,Food,1,0,0,0,0,0,0,0,3.357142857142857,Comida asiática
"Egret Park, Los Angeles, CA 90031",0x80c2c692dad503dd:0x2897aba4acb37857,34.0839043,-118.2283117,['Park' 'Tourist attraction'],3.9,24,0,0,Entertainment,0,0,0,0,0,0,0,1,4.074074074074074,Bienestar general
"Togo's Sandwiches, 1111 Wilshire Blvd., Ste. 102 at, S Bixel St, Los Angeles, CA 90017",0x80c2c7b01b64f0c3:0xf0dc73dcc9a10ade,34.052709,-118.263272,"['Sandwich shop' 'Caterer' 'Deli' 'Fast food restaurant'
 'Takeout Restaurant' 'Restaurant' 'Salad shop']",4.2,58,30,0,Food,0,0,0,1,1,0,0,0,3.388888888888889,Comida vegana
"Acapulco, 4444 Sunset Blvd, Los Angeles, CA 90027",0x80c2c74c56659c95:0x620f84f591e0c37c,34.0974894,-118.2866206,['Mexican restaurant'],4.0,68,78,2,Food,0,1,0,0,0,0,0,0,3.912280701754386,Comida latina
"Ninjin Express, 557 N Hoover St, Los Angeles, CA 90004",0x80c2c743abcbd427:0xcddc623180cf0806,34.0810335,-118.2846153,['Asian fusion restaurant' 'Restaurant'],4.8,18,51,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"Tamales Alberto Echo Park, 1630 Sunset Blvd, Los Angeles, CA 90026",0x80c2c71dd65f7289:0x351193ee54b66678,34.0769866,-118.2583459,['Mexican restaurant' 'Tamale shop'],4.4,36,58,0,Food,0,1,0,0,0,0,0,0,4.142857142857143,Comida latina
"Triangle Park, Los Angeles, CA 90012",0x80c2c6391bc96ccb:0xfd92574eb28f78f4,34.0459923,-118.2369839,['Park'],4.3,8,0,0,Entertainment,0,0,0,0,0,0,0,1,,Bienestar general
"El Nuevo Rinconcito Oaxaqueno, 3071 W Pico Blvd, Los Angeles, CA 90006",0x80c2b87c87a2d0d1:0x9fbf3c7df8d5e212,34.0474074,-118.3082345,['Latin American restaurant' 'Mexican restaurant'],4.0,2,0,0,Food,0,1,0,1,0,0,0,0,,Comida latina
"Galero Grill, 555 W Temple St, Los Angeles, CA 90012",0x80c2c64e2faf0005:0x90042046cd5a50ad,34.0570716,-118.2446704,['Restaurant' 'American restaurant'],3.9,8,48,6,Food,0,0,0,1,0,0,0,0,,Comida americana
"Laz Parking, 1150 S Grand Ave, Los Angeles, CA 90015",0x80c2c7c8f1a66f51:0x5ca1d09db068d068,34.0398114,-118.2623454,['Parking lot'],3.4,3,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Totem Poultry, 7454 1/2 Beverly Blvd, Los Angeles, CA 90036",0x80c2b9cbab6c9a85:0xb9b96c23c3a4f0fe,34.075946,-118.352494,['Chicken restaurant'],4.4,15,78,1,Food,0,0,0,1,0,0,0,0,,Comida americana
"Greater Faith Baptist Church, 10441 Vermont Ave, Los Angeles, CA 90044",0x80c2c9fb6c84545b:0x1920b156a9a7a45a,33.9413673,-118.2920832,['Baptist church'],4.7,8,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Chinese House Haochi, 3280 W 6th St, Los Angeles, CA 90020",0x80c2c77c848175d5:0xf0b08ad29e070e0e,34.0634863,-118.2939851,['Delivery Chinese restaurant' 'Chinese restaurant'],4.3,38,60,0,Food,1,0,0,0,0,0,0,0,4.40625,Comida asiática
"Etz Jacob Congregation/Ohel Chana High School, 7659 Beverly Blvd, Los Angeles, CA 90036",0x80c2b92de92fbf23:0xf508d6a1f51eb9c5,34.076297,-118.3567425,['Synagogue'],3.3,8,0,0,Religion,0,0,0,0,0,3,0,0,,Judío
"Fresh Deli Crepes, 3810 W Pico Blvd, Los Angeles, CA 90019",0x80c2b9028984db19:0xe1f3e07e81345bbd,34.0472989,-118.3229229,"['Crêperie' 'Breakfast restaurant' 'Delivery service' 'Juice shop'
 'Restaurant' 'Sandwich shop']",4.5,15,84,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"Korean United Presbyterian Church, 1374 W Jefferson Blvd, Los Angeles, CA 90007",0x80c2c7f7a10947c3:0x78fee8734ce9121e,34.025181,-118.2971971,['Presbyterian church'],5.0,4,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Jacaranda Park, 700 E 98th St, Los Angeles, CA 90002",0x80c2c9859f4ac153:0x37bc759dee106a22,33.9474998,-118.2629793,['Park'],4.3,78,0,0,Entertainment,0,0,0,0,0,0,0,1,4.426666666666667,Bienestar general
"Sinuiju Chapsal Soondae (신의주 찹쌀순대), 698 Vermont Ave, Los Angeles, CA 90005",0x80c2c779722c259d:0x80c963f3d2cb0da0,34.060218,-118.2912351,['Korean restaurant'],4.2,44,84,0,Food,1,0,0,0,0,0,0,0,4.3,Comida asiática
"Yooni Table, 3260 W Olympic Blvd unit 315, Los Angeles, CA 90006",0x80c2b887788a99ef:0x92886935936bc346,34.052344,-118.308119,['Korean restaurant'],4.0,13,63,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"CHO MAN WON, 2881 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c7804f6cb067:0xc3fbe672c7ff6529,34.0528771,-118.297048,['Chinese restaurant'],3.8,55,66,0,Food,1,0,0,0,0,0,0,0,3.885245901639344,Comida asiática
"Yanusa Noodle & Sushi, 2740 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c783dc07ce03:0x66996e39b55526d,34.0518732,-118.2930686,['Japanese restaurant'],4.0,18,77,0,Food,1,0,0,0,0,0,0,0,4.4,Comida asiática
"Miju Sungmoon Presbyterian Church, 659 S Westmoreland Ave, Los Angeles, CA 90005",0x80c2c779f3163e4b:0xf1c1bbe6455bb6ca,34.0616582,-118.2892669,['Presbyterian church' 'Church'],5.0,1,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Tacos Don Julio, 2203 E 92nd St, Los Angeles, CA 90002",0x80c2c9672c3fcb5b:0xca8f18a5f146006d,33.9532792,-118.2317339,['Fast food restaurant'],4.5,17,36,0,Food,0,0,0,1,0,0,0,0,4.416666666666667,Comida americana
"Tacos Neza, 7501 Sunset Blvd, Los Angeles, CA 90046",0x80c2bfa64c1938a3:0x4d94233c2045c9fa,34.0982715,-118.3529977,['Mexican restaurant'],4.3,56,70,0,Food,0,1,0,0,0,0,0,0,4.645161290322581,Comida latina
"Las Tunas Restaurant, 3603 W 3rd St, Los Angeles, CA 90020",0x80c2c7639269f1e3:0x244754771e68ec44,34.0692306,-118.2943774,['Salvadoran restaurant'],4.2,28,69,0,Food,0,1,0,0,0,0,0,0,4.571428571428571,Comida latina
"Shilo Baptist Mission Church, 8741 Holmes Ave, Los Angeles, CA 90002",0x80c2c9701f830de7:0x90e4bb78411ef6,33.957069,-118.241134,['Baptist church'],3.0,3,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Frank R.Seaver Ambulatory Surgery Center, Los Angeles, CA 90017",0x80c2c7a51030d8c7:0xad313b307136aafb,34.0539902,-118.2663241,['Medical clinic'],5.0,2,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"California Wok, 8520 W 3rd St #4114, Los Angeles, CA 90048",0x80c2b94cf3cf2e17:0xfa4ad5a7bfa8f9c3,34.073287,-118.377331,['Chinese restaurant' 'Restaurant'],3.8,58,77,0,Food,1,0,0,0,0,0,0,0,4.047619047619048,Comida asiática
"Lincoln Park Parking Area, 3800-, 3998 Selig Pl, Los Angeles, CA 90031",0x80c2c5da03451515:0xdceaa9cdd08fa148,34.0680564,-118.1997139,['Park'],3.9,17,0,0,Entertainment,0,0,0,0,0,0,0,1,4.05,Bienestar general
"Tacos MX, 312 W 7th St, Los Angeles, CA 90014",0x14e1b0df6d819dab:0x928b6349b7fbe2f4,34.0453775,-118.2539967,['Mexican restaurant'],4.4,48,84,18,Food,0,1,0,0,0,0,0,0,4.547619047619048,Comida latina
"Lupita's Meat Market, 1883 W Adams Blvd, Los Angeles, CA 90018",0x80c2b87359630d1f:0x60ec495076218b60,34.0329097,-118.30562,['Butcher shop' 'Mexican grocery store' 'Mexican restaurant'],4.6,138,62,0,Food,0,1,0,0,0,0,0,0,4.773913043478261,Comida latina
"L.A Chinese Restaurant, 1929 San Pedro St, Los Angeles, CA 90011",0x80c2c7af5e266cf3:0xc65f3e15e39f56f5,34.0270752,-118.2582315,"['Delivery Chinese restaurant' 'Asian fusion restaurant'
 'Asian restaurant' 'Chinese restaurant' 'Delivery Restaurant'
 'Restaurant' 'Vegetarian restaurant']",4.3,86,77,35,Food,1,0,0,0,1,0,0,0,4.217391304347826,Comida asiática
"Pho Cafe Plus, 705 S Western Ave, Los Angeles, CA 90005",0x80c2b9fefb2eff5b:0xc1e640d1d746be6b,34.0594413,-118.3094606,['Vietnamese restaurant'],3.6,24,107,23,Food,1,0,0,0,0,0,0,0,4.304347826086956,Comida asiática
"Jimenez Arcade (pool tables), 2128 7th St, Los Angeles, CA 90057",0x80c2c79f0979b1a1:0xa7c96320b7becd55,34.0566766,-118.2779151,['Video arcade' 'Pool billard club'],4.1,58,33,3,Other,0,0,0,0,0,0,3,0,4.282051282051282,Juegos/Deporte
"The Berlin Truck, 140th St E, Los Angeles, CA 90007",0x80c2c7b03a940a55:0x821eddf4ddcdcd81,34.0295114,-118.2848199,['Fast food restaurant'],3.6,5,0,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"DOCS Surgical Hospital, 6000 San Vicente Blvd, Los Angeles, CA 90036",0x80c2b9e332dbdd29:0x70a456ed2b940118,34.05731,-118.3623112,['Hospital' 'Orthopedic surgeon' 'Surgeon'],5.0,3,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"East Los Angeles Occupational Center, 2100 Marengo St, Los Angeles, CA 90033",0x80c2c60aa700229d:0xd64a0320051f3c38,34.0552098,-118.2063475,"['Technical school' 'Public educational institution' 'School'
 'School administrator' 'School center']",4.6,38,60,5,Food,0,0,0,0,0,0,2,1,4.588235294117647,Club nocturno
"Dragonfly Hollywood, 6510 Santa Monica Blvd, Los Angeles, CA 90038",0x80c2bf08f44507eb:0xd41914153817e395,34.0905342,-118.3312809,['Night club' 'Club'],3.7,48,12,12,Other,0,0,0,0,0,0,2,0,3.727272727272727,Club nocturno
"Novel Cafe, 3760 Wilshire Blvd, Los Angeles, CA 90010",0x80c2b885299a3d9b:0x4dfa92fb94bc5501,34.0614582,-118.3082892,"['Cafe' 'American restaurant' 'Breakfast restaurant' 'Coffee shop'
 'Dessert shop' 'Restaurant' 'Sports bar']",3.6,18,83,0,Food,0,0,0,1,0,0,3,0,,Comida americana
